elapsed_hour,temperature_in_C_mean,temperature_in_C_median,temperature_in_C_sem,temperature_in_C_ci_lower,temperature_in_C_ci_upper,temperature_out_C_mean,temperature_out_C_median,temperature_out_C_sem,temperature_out_C_ci_lower,temperature_out_C_ci_upper,temperature_diff_C_mean,temperature_diff_C_median,temperature_diff_C_sem,temperature_diff_C_ci_lower,temperature_diff_C_ci_upper,humidity_perc_RH_mean,humidity_perc_RH_median,humidity_perc_RH_sem,humidity_perc_RH_ci_lower,humidity_perc_RH_ci_upper
69,10.851777777777777,10.57,0.40490718338959336,10.14015,11.574,10.210888888888888,10.006,0.42936546995551866,9.46003888888889,11.023122222222222,0.6408888888888887,0.4670000000000005,0.49134931691676115,-0.16719722222222208,1.6968305555555547,103.1028,102.829,0.4431421216720435,102.4134,103.992
70,10.184999999999999,10.0,0.2616958582443028,9.740555555555554,10.682222222222222,9.988555555555557,9.505,0.4019849399857021,9.278555555555556,10.747555555555557,0.19644444444444437,0.4670000000000005,0.39959851765070636,-0.4782055555555553,0.9531277777777775,103.26680000000002,102.829,0.9059964348715734,101.669435,104.86100000000002
71,9.740333333333332,10.0,0.2626984963794045,9.247877777777777,10.229888888888889,9.154555555555556,9.005,0.20762453499252978,8.761705555555556,9.536097222222221,0.5857777777777778,0.5,0.28284319260844565,0.11588611111111108,1.0972361111111113,103.81179999999999,103.785,0.8853141476334844,102.1916,105.38493499999998
72,9.462444444444445,9.5,0.25368714936528897,9.017808333333335,9.959844444444446,9.265666666666668,9.005,0.26831651085984254,8.813291666666666,9.75935,0.19677777777777786,0.0,0.27456464416810933,-0.27311388888888893,0.7517527777777776,104.2896,103.308,0.842748989913366,102.9394,105.88377999999999
73,9.129,9.0,0.19855393893515852,8.798444444444446,9.510333333333334,8.876555555555555,8.607,0.13649543247456952,8.648433333333333,9.132352777777777,0.25244444444444447,0.4199999999999999,0.20518948635015874,-0.11707777777777775,0.6340444444444443,104.3776,104.26,0.8094608452544182,103.08959999999999,105.875
74,8.906777777777778,9.0,0.18295641388788764,8.565888888888889,9.240111111111112,8.820888888888888,8.58,0.15962799152721419,8.54133611111111,9.125158333333333,0.08588888888888885,0.0,0.1851624995364016,-0.2702777777777781,0.42323333333333324,104.1972,104.734,0.9070992999666586,102.57539999999999,105.618385
75,8.851111111111111,9.0,0.1161074029179263,8.631777777777778,9.073333333333332,8.709888888888889,8.58,0.08088906059200346,8.562949999999999,8.86505,0.1412222222222223,0.0,0.12294542350365807,-0.10172777777777803,0.36308055555555563,104.38499999999999,104.26,0.9112816798334086,102.7734,105.9768
76,8.684333333333333,9.0,0.1837927576858723,8.353777777777777,9.007444444444445,8.264666666666665,8.106,0.0820841370519028,8.114,8.413697222222224,0.41966666666666697,0.5,0.19624693911271865,0.08035833333333386,0.7751277777777779,104.3638,104.26,1.2493492866288416,102.053,106.30305999999999
77,8.350888888888889,8.5,0.1161125465089373,8.13888888888889,8.570222222222222,8.431333333333333,8.106,0.15325731811419505,8.158519444444446,8.702744444444443,-0.08044444444444405,-0.0329999999999994,0.12658068475516482,-0.3037416666666661,0.14812500000000023,103.9804,104.734,1.59963779025128,100.8076,106.48920000000001
78,8.239777777777778,8.5,0.12141409603521902,7.999377777777778,8.459111111111111,7.875444444444445,8.0,0.10855453200927673,7.680661111111112,8.085452777777778,0.3643333333333334,0.4860000000000006,0.10748048918550546,0.16632222222222223,0.5652361111111113,104.07260000000001,105.678,1.9270632475349636,100.083,106.68419999999999
